suite,circuit,label_mode,scan_mode,budget,pool_mode,n_nodes,budget_nodes,vectors,global_rank_prefix_consistent,chosen_family,family_reason,family_selector_mode,family_peer_frontier_overlap,family_gnn_frontier_overlap,family_cache_frontier_overlap,family_static_core_overlap,gnn_nonrandom,gnn_struct_agree,gnn_reliable,gnn_participated,distance_guard_active,distance_guard_mode,method,selected,fault_instance_total,fault_instance_selected,fault_instance_snc,fault_instance_nsde,fault_instance_oracle
iscas85,c432,external_random_vector_stuck_at,combinational,0.05,global_prefix,160,8,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.31305222449250275,0.4358974358974359,0.36585365853658536,0.4666666666666667,0.6362028301886793,0.515625,True,True,True,auto_runtime_visible,pure_static_proximity,8,6376,1024,0.1606022584692597,1.0,1024
iscas85,c432,external_random_vector_stuck_at,combinational,0.05,global_prefix,160,8,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.31305222449250275,0.4358974358974359,0.36585365853658536,0.4666666666666667,0.6362028301886793,0.515625,True,True,True,auto_runtime_visible,segr_structure_derived_selector,8,6376,1024,0.1606022584692597,1.0,1024
iscas85,c432,external_random_vector_stuck_at,combinational,0.1,global_prefix,160,16,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.31305222449250275,0.4358974358974359,0.36585365853658536,0.4666666666666667,0.6362028301886793,0.515625,True,True,True,auto_runtime_visible,pure_static_proximity,16,6376,1955,0.3066185696361355,0.9721531576330183,2011
iscas85,c432,external_random_vector_stuck_at,combinational,0.1,global_prefix,160,16,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.31305222449250275,0.4358974358974359,0.36585365853658536,0.4666666666666667,0.6362028301886793,0.515625,True,True,True,auto_runtime_visible,segr_structure_derived_selector,16,6376,1955,0.3066185696361355,0.9721531576330183,2011
iscas85,c432,external_random_vector_stuck_at,combinational,0.2,global_prefix,160,32,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.31305222449250275,0.4358974358974359,0.36585365853658536,0.4666666666666667,0.6362028301886793,0.515625,True,True,True,auto_runtime_visible,pure_static_proximity,32,6376,2631,0.4126411543287328,0.8186060983198507,3214
iscas85,c432,external_random_vector_stuck_at,combinational,0.2,global_prefix,160,32,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.31305222449250275,0.4358974358974359,0.36585365853658536,0.4666666666666667,0.6362028301886793,0.515625,True,True,True,auto_runtime_visible,segr_structure_derived_selector,32,6376,2631,0.4126411543287328,0.8186060983198507,3214
iscas85,c499,external_random_vector_stuck_at,combinational,0.05,global_prefix,202,11,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.34158686054908244,0.0,0.1875,1.0,0.6670942164179104,0.5392568407960199,True,True,True,auto_runtime_visible,pure_static_proximity,11,12071,1408,0.11664319443293844,1.0,1408
iscas85,c499,external_random_vector_stuck_at,combinational,0.05,global_prefix,202,11,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.34158686054908244,0.0,0.1875,1.0,0.6670942164179104,0.5392568407960199,True,True,True,auto_runtime_visible,segr_structure_derived_selector,11,12071,1408,0.11664319443293844,1.0,1408
iscas85,c499,external_random_vector_stuck_at,combinational,0.1,global_prefix,202,21,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.34158686054908244,0.0,0.1875,1.0,0.6670942164179104,0.5392568407960199,True,True,True,auto_runtime_visible,pure_static_proximity,21,12071,2688,0.22268246209924614,1.0,2688
iscas85,c499,external_random_vector_stuck_at,combinational,0.1,global_prefix,202,21,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.34158686054908244,0.0,0.1875,1.0,0.6670942164179104,0.5392568407960199,True,True,True,auto_runtime_visible,segr_structure_derived_selector,21,12071,2688,0.22268246209924614,1.0,2688
iscas85,c499,external_random_vector_stuck_at,combinational,0.2,global_prefix,202,41,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.34158686054908244,0.0,0.1875,1.0,0.6670942164179104,0.5392568407960199,True,True,True,auto_runtime_visible,pure_static_proximity,41,12071,5248,0.4347609974318615,1.0,5248
iscas85,c499,external_random_vector_stuck_at,combinational,0.2,global_prefix,202,41,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.34158686054908244,0.0,0.1875,1.0,0.6670942164179104,0.5392568407960199,True,True,True,auto_runtime_visible,segr_structure_derived_selector,41,12071,5248,0.4347609974318615,1.0,5248
iscas85,c880,external_random_vector_stuck_at,combinational,0.05,global_prefix,383,20,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3601931998544134,0.6944444444444444,0.008264462809917356,1.0,0.7068267342931938,0.4163121727748691,True,True,True,auto_runtime_visible,pure_static_proximity,20,28833,2560,0.08878715360871224,1.0,2560
iscas85,c880,external_random_vector_stuck_at,combinational,0.05,global_prefix,383,20,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3601931998544134,0.6944444444444444,0.008264462809917356,1.0,0.7068267342931938,0.4163121727748691,True,True,True,auto_runtime_visible,segr_structure_derived_selector,20,28833,2560,0.08878715360871224,1.0,2560
iscas85,c880,external_random_vector_stuck_at,combinational,0.1,global_prefix,383,39,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3601931998544134,0.6944444444444444,0.008264462809917356,1.0,0.7068267342931938,0.4163121727748691,True,True,True,auto_runtime_visible,pure_static_proximity,39,28833,4992,0.17313494953698888,1.0,4992
iscas85,c880,external_random_vector_stuck_at,combinational,0.1,global_prefix,383,39,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3601931998544134,0.6944444444444444,0.008264462809917356,1.0,0.7068267342931938,0.4163121727748691,True,True,True,auto_runtime_visible,segr_structure_derived_selector,39,28833,4992,0.17313494953698888,1.0,4992
iscas85,c880,external_random_vector_stuck_at,combinational,0.2,global_prefix,383,77,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3601931998544134,0.6944444444444444,0.008264462809917356,1.0,0.7068267342931938,0.4163121727748691,True,True,True,auto_runtime_visible,pure_static_proximity,77,28833,9468,0.3283737384247217,0.9606331168831169,9856
iscas85,c880,external_random_vector_stuck_at,combinational,0.2,global_prefix,383,77,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3601931998544134,0.6944444444444444,0.008264462809917356,1.0,0.7068267342931938,0.4163121727748691,True,True,True,auto_runtime_visible,segr_structure_derived_selector,77,28833,9468,0.3283737384247217,0.9606331168831169,9856
iscas85,c1355,external_random_vector_stuck_at,combinational,0.05,global_prefix,546,28,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3229362380053624,0.5,0.14285714285714285,1.0,0.7169366399082568,0.7416857798165137,True,True,True,auto_runtime_visible,pure_static_proximity,28,29283,3584,0.12239183143803573,1.0,3584
iscas85,c1355,external_random_vector_stuck_at,combinational,0.05,global_prefix,546,28,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3229362380053624,0.5,0.14285714285714285,1.0,0.7169366399082568,0.7416857798165137,True,True,True,auto_runtime_visible,segr_structure_derived_selector,28,29283,3584,0.12239183143803573,1.0,3584
iscas85,c1355,external_random_vector_stuck_at,combinational,0.1,global_prefix,546,55,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3229362380053624,0.5,0.14285714285714285,1.0,0.7169366399082568,0.7416857798165137,True,True,True,auto_runtime_visible,pure_static_proximity,55,29283,7040,0.24041252603899874,1.0,7040
iscas85,c1355,external_random_vector_stuck_at,combinational,0.1,global_prefix,546,55,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3229362380053624,0.5,0.14285714285714285,1.0,0.7169366399082568,0.7416857798165137,True,True,True,auto_runtime_visible,segr_structure_derived_selector,55,29283,7040,0.24041252603899874,1.0,7040
iscas85,c1355,external_random_vector_stuck_at,combinational,0.2,global_prefix,546,110,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3229362380053624,0.5,0.14285714285714285,1.0,0.7169366399082568,0.7416857798165137,True,True,True,auto_runtime_visible,pure_static_proximity,110,29283,12561,0.4289519516442987,0.8921164772727272,14080
iscas85,c1355,external_random_vector_stuck_at,combinational,0.2,global_prefix,546,110,128,True,pdom_dist,relative-pdom-static-aligned,segr_adaptive_no_hand_parameters,0.3229362380053624,0.5,0.14285714285714285,1.0,0.7169366399082568,0.7416857798165137,True,True,True,auto_runtime_visible,segr_structure_derived_selector,110,29283,12660,0.4323327527917222,0.8991477272727273,14080
iscas85,c1908,external_random_vector_stuck_at,combinational,0.05,global_prefix,880,44,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.30787520323146184,0.5204081632653061,0.3244444444444444,0.49333333333333335,0.7367125284414107,0.9178576507394767,True,True,True,auto_runtime_visible,pure_static_proximity,44,48333,4639,0.09597997227567087,0.8236860795454546,5632
iscas85,c1908,external_random_vector_stuck_at,combinational,0.05,global_prefix,880,44,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.30787520323146184,0.5204081632653061,0.3244444444444444,0.49333333333333335,0.7367125284414107,0.9178576507394767,True,True,True,auto_runtime_visible,segr_structure_derived_selector,44,48333,4639,0.09597997227567087,0.8236860795454546,5632
iscas85,c1908,external_random_vector_stuck_at,combinational,0.1,global_prefix,880,88,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.30787520323146184,0.5204081632653061,0.3244444444444444,0.49333333333333335,0.7367125284414107,0.9178576507394767,True,True,True,auto_runtime_visible,pure_static_proximity,88,48333,9108,0.188442678915027,0.8124163767728124,11211
iscas85,c1908,external_random_vector_stuck_at,combinational,0.1,global_prefix,880,88,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.30787520323146184,0.5204081632653061,0.3244444444444444,0.49333333333333335,0.7367125284414107,0.9178576507394767,True,True,True,auto_runtime_visible,segr_structure_derived_selector,88,48333,9108,0.188442678915027,0.8124163767728124,11211
iscas85,c1908,external_random_vector_stuck_at,combinational,0.2,global_prefix,880,176,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.30787520323146184,0.5204081632653061,0.3244444444444444,0.49333333333333335,0.7367125284414107,0.9178576507394767,True,True,True,auto_runtime_visible,pure_static_proximity,176,48333,15218,0.31485734384375064,0.7740196327755455,19661
iscas85,c1908,external_random_vector_stuck_at,combinational,0.2,global_prefix,880,176,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.30787520323146184,0.5204081632653061,0.3244444444444444,0.49333333333333335,0.7367125284414107,0.9178576507394767,True,True,True,auto_runtime_visible,segr_structure_derived_selector,176,48333,15218,0.31485734384375064,0.7740196327755455,19661
iscas85,c2670,external_random_vector_stuck_at,combinational,0.05,global_prefix,1193,60,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.2953597865635797,0.2,0.2679245283018868,0.971830985915493,0.7307309144295302,0.6054032088926173,True,True,True,auto_runtime_visible,pure_static_proximity,60,57396,7680,0.13380723395358562,1.0,7680
iscas85,c2670,external_random_vector_stuck_at,combinational,0.05,global_prefix,1193,60,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.2953597865635797,0.2,0.2679245283018868,0.971830985915493,0.7307309144295302,0.6054032088926173,True,True,True,auto_runtime_visible,segr_structure_derived_selector,60,57396,7680,0.13380723395358562,1.0,7680
iscas85,c2670,external_random_vector_stuck_at,combinational,0.1,global_prefix,1193,120,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.2953597865635797,0.2,0.2679245283018868,0.971830985915493,0.7307309144295302,0.6054032088926173,True,True,True,auto_runtime_visible,pure_static_proximity,120,57396,14093,0.2455397588682138,0.9175130208333333,15360
iscas85,c2670,external_random_vector_stuck_at,combinational,0.1,global_prefix,1193,120,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.2953597865635797,0.2,0.2679245283018868,0.971830985915493,0.7307309144295302,0.6054032088926173,True,True,True,auto_runtime_visible,segr_structure_derived_selector,120,57396,14093,0.2455397588682138,0.9175130208333333,15360
iscas85,c2670,external_random_vector_stuck_at,combinational,0.2,global_prefix,1193,239,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.2953597865635797,0.2,0.2679245283018868,0.971830985915493,0.7307309144295302,0.6054032088926173,True,True,True,auto_runtime_visible,pure_static_proximity,239,57396,23518,0.40974980834901387,0.859073641145529,27376
iscas85,c2670,external_random_vector_stuck_at,combinational,0.2,global_prefix,1193,239,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.2953597865635797,0.2,0.2679245283018868,0.971830985915493,0.7307309144295302,0.6054032088926173,True,True,True,auto_runtime_visible,segr_structure_derived_selector,239,57396,23518,0.40974980834901387,0.859073641145529,27376
iscas85,c3540,external_random_vector_stuck_at,combinational,0.05,global_prefix,1669,84,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.39393654306846143,0.33159268929503916,0.3076923076923077,0.4962962962962963,0.7370541067146283,0.7581965677458034,True,True,True,auto_runtime_visible,pure_static_proximity,84,60581,7662,0.12647529753553094,0.7126116071428571,10752
iscas85,c3540,external_random_vector_stuck_at,combinational,0.05,global_prefix,1669,84,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.39393654306846143,0.33159268929503916,0.3076923076923077,0.4962962962962963,0.7370541067146283,0.7581965677458034,True,True,True,auto_runtime_visible,segr_structure_derived_selector,84,60581,7662,0.12647529753553094,0.7126116071428571,10752
iscas85,c3540,external_random_vector_stuck_at,combinational,0.1,global_prefix,1669,167,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.39393654306846143,0.33159268929503916,0.3076923076923077,0.4962962962962963,0.7370541067146283,0.7581965677458034,True,True,True,auto_runtime_visible,pure_static_proximity,167,60581,12691,0.2094881233390007,0.6418348252667779,19773
iscas85,c3540,external_random_vector_stuck_at,combinational,0.1,global_prefix,1669,167,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.39393654306846143,0.33159268929503916,0.3076923076923077,0.4962962962962963,0.7370541067146283,0.7581965677458034,True,True,True,auto_runtime_visible,segr_structure_derived_selector,167,60581,12691,0.2094881233390007,0.6418348252667779,19773
iscas85,c3540,external_random_vector_stuck_at,combinational,0.2,global_prefix,1669,334,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.39393654306846143,0.33159268929503916,0.3076923076923077,0.4962962962962963,0.7370541067146283,0.7581965677458034,True,True,True,auto_runtime_visible,pure_static_proximity,334,60581,21210,0.3501097703900563,0.6697401244118855,31669
iscas85,c3540,external_random_vector_stuck_at,combinational,0.2,global_prefix,1669,334,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.39393654306846143,0.33159268929503916,0.3076923076923077,0.4962962962962963,0.7370541067146283,0.7581965677458034,True,True,True,auto_runtime_visible,segr_structure_derived_selector,334,60581,21210,0.3501097703900563,0.6697401244118855,31669
iscas85,c5315,external_random_vector_stuck_at,combinational,0.05,global_prefix,2307,116,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.3112641850493194,0.27715355805243447,0.27001862197392923,0.803921568627451,0.7315494904596704,0.5928826973113617,True,True,True,auto_runtime_visible,pure_static_proximity,116,105926,14848,0.1401733285501199,1.0,14848
iscas85,c5315,external_random_vector_stuck_at,combinational,0.05,global_prefix,2307,116,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.3112641850493194,0.27715355805243447,0.27001862197392923,0.803921568627451,0.7315494904596704,0.5928826973113617,True,True,True,auto_runtime_visible,segr_structure_derived_selector,116,105926,14848,0.1401733285501199,1.0,14848
iscas85,c5315,external_random_vector_stuck_at,combinational,0.1,global_prefix,2307,231,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.3112641850493194,0.27715355805243447,0.27001862197392923,0.803921568627451,0.7315494904596704,0.5928826973113617,True,True,True,auto_runtime_visible,pure_static_proximity,231,105926,23970,0.2262900515454185,0.8106737012987013,29568
iscas85,c5315,external_random_vector_stuck_at,combinational,0.1,global_prefix,2307,231,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.3112641850493194,0.27715355805243447,0.27001862197392923,0.803921568627451,0.7315494904596704,0.5928826973113617,True,True,True,auto_runtime_visible,segr_structure_derived_selector,231,105926,23970,0.2262900515454185,0.8106737012987013,29568
iscas85,c5315,external_random_vector_stuck_at,combinational,0.2,global_prefix,2307,462,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.3112641850493194,0.27715355805243447,0.27001862197392923,0.803921568627451,0.7315494904596704,0.5928826973113617,True,True,True,auto_runtime_visible,pure_static_proximity,462,105926,40318,0.3806242093536997,0.7528054222603955,53557
iscas85,c5315,external_random_vector_stuck_at,combinational,0.2,global_prefix,2307,462,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.3112641850493194,0.27715355805243447,0.27001862197392923,0.803921568627451,0.7315494904596704,0.5928826973113617,True,True,True,auto_runtime_visible,segr_structure_derived_selector,462,105926,40318,0.3806242093536997,0.7528054222603955,53557
iscas85,c6288,external_random_vector_stuck_at,combinational,0.05,global_prefix,2416,121,128,True,mass_balance,relative-distance-regular-array,segr_adaptive_no_hand_parameters,0.10973272516826138,0.06143790849673202,0.1002710027100271,0.044673539518900345,0.7537622929606625,0.7576669254658385,True,True,True,auto_runtime_visible,pure_static_proximity,121,276676,13322,0.04815018288539664,0.8601497933884298,15488
iscas85,c6288,external_random_vector_stuck_at,combinational,0.05,global_prefix,2416,121,128,True,mass_balance,relative-distance-regular-array,segr_adaptive_no_hand_parameters,0.10973272516826138,0.06143790849673202,0.1002710027100271,0.044673539518900345,0.7537622929606625,0.7576669254658385,True,True,True,auto_runtime_visible,segr_structure_derived_selector,121,276676,15306,0.055321025314808654,0.9882489669421488,15488
iscas85,c6288,external_random_vector_stuck_at,combinational,0.1,global_prefix,2416,242,128,True,mass_balance,relative-distance-regular-array,segr_adaptive_no_hand_parameters,0.10973272516826138,0.06143790849673202,0.1002710027100271,0.044673539518900345,0.7537622929606625,0.7576669254658385,True,True,True,auto_runtime_visible,pure_static_proximity,242,276676,27118,0.09801356098830401,0.8754519628099173,30976
iscas85,c6288,external_random_vector_stuck_at,combinational,0.1,global_prefix,2416,242,128,True,mass_balance,relative-distance-regular-array,segr_adaptive_no_hand_parameters,0.10973272516826138,0.06143790849673202,0.1002710027100271,0.044673539518900345,0.7537622929606625,0.7576669254658385,True,True,True,auto_runtime_visible,segr_structure_derived_selector,242,276676,30783,0.11126010206884587,0.9937693698347108,30976
iscas85,c6288,external_random_vector_stuck_at,combinational,0.2,global_prefix,2416,484,128,True,mass_balance,relative-distance-regular-array,segr_adaptive_no_hand_parameters,0.10973272516826138,0.06143790849673202,0.1002710027100271,0.044673539518900345,0.7537622929606625,0.7576669254658385,True,True,True,auto_runtime_visible,pure_static_proximity,484,276676,55524,0.20068238661828275,0.8962422520661157,61952
iscas85,c6288,external_random_vector_stuck_at,combinational,0.2,global_prefix,2416,484,128,True,mass_balance,relative-distance-regular-array,segr_adaptive_no_hand_parameters,0.10973272516826138,0.06143790849673202,0.1002710027100271,0.044673539518900345,0.7537622929606625,0.7576669254658385,True,True,True,auto_runtime_visible,segr_structure_derived_selector,484,276676,61759,0.22321777096676257,0.9968846849173554,61952
iscas85,c7552,external_random_vector_stuck_at,combinational,0.05,global_prefix,3512,176,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.29587934268234345,0.3181242078580482,0.30982367758186397,0.8918918918918919,0.7227708452007975,0.5756506337225862,True,True,True,auto_runtime_visible,pure_static_proximity,176,186658,19437,0.10413162039666127,0.86279296875,22528
iscas85,c7552,external_random_vector_stuck_at,combinational,0.05,global_prefix,3512,176,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.29587934268234345,0.3181242078580482,0.30982367758186397,0.8918918918918919,0.7227708452007975,0.5756506337225862,True,True,True,auto_runtime_visible,segr_structure_derived_selector,176,186658,19437,0.10413162039666127,0.86279296875,22528
iscas85,c7552,external_random_vector_stuck_at,combinational,0.1,global_prefix,3512,352,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.29587934268234345,0.3181242078580482,0.30982367758186397,0.8918918918918919,0.7227708452007975,0.5756506337225862,True,True,True,auto_runtime_visible,pure_static_proximity,352,186658,33363,0.17873865572330144,0.740478515625,45056
iscas85,c7552,external_random_vector_stuck_at,combinational,0.1,global_prefix,3512,352,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.29587934268234345,0.3181242078580482,0.30982367758186397,0.8918918918918919,0.7227708452007975,0.5756506337225862,True,True,True,auto_runtime_visible,segr_structure_derived_selector,352,186658,33363,0.17873865572330144,0.740478515625,45056
iscas85,c7552,external_random_vector_stuck_at,combinational,0.2,global_prefix,3512,703,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.29587934268234345,0.3181242078580482,0.30982367758186397,0.8918918918918919,0.7227708452007975,0.5756506337225862,True,True,True,auto_runtime_visible,pure_static_proximity,703,186658,60431,0.3237525313675278,0.7228242667814937,83604
iscas85,c7552,external_random_vector_stuck_at,combinational,0.2,global_prefix,3512,703,128,True,dist_avg_inv,relative-distance-dominance,segr_adaptive_no_hand_parameters,0.29587934268234345,0.3181242078580482,0.30982367758186397,0.8918918918918919,0.7227708452007975,0.5756506337225862,True,True,True,auto_runtime_visible,segr_structure_derived_selector,703,186658,60431,0.3237525313675278,0.7228242667814937,83604
